queryid,rptno,TransactionType,ForwardType,SettlementType,PositionDate,Entity,EntityGroup1,EntityGroup2,Counterparty,CounterpartyGroup1,CounterpartyGroup2,Instrument,InstrumentGroup1,CcyPair,DealNo,DealId,DealSide,PayorReceive,CashFlowDate,CashflowType,Currency,ValuationModel,MarketValue,BaseCcy,BaseMV,FaceValue,PrincipalOutstanding,BPDelta,BPGamma,IRR,MacaulayDuration,ModifiedDuration,Theta,Convexity,SpotRate,SpotFactor,FwdRate,FwdFactor,ZeroRate,CurrencyDF,BaseDF,DiscountYieldCurve,DealDate,MaturityDate,TermofDeal,DaystoMaturity,TimeProfile,TimeProfileStart,TimeProfileEnd,TimeBucket
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1442,4884,1,REC,8 March 2012,FX Principal,EUR,NPV SPOT,6998637.6,USD,9331516.803,7000000,7000000,-3.70085502,0.04,3.61616019,0.005479186,0.005287965,681.17,0.005131628,0.75,1.333333333,0.75,1.333333333,3.616160194,0.999805372,0.999851113,BS Zero Curve 1,5 March 2012,8 March 2012,3,2,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1442,4884,2,PAY,8 March 2012,FX Principal,JPY,NPV SPOT,-566997764,USD,-5349792.551,-567000000,-567000000,310.4445418,-3,0.07201196,0.005479177,0.005475234,-1118,0.005501541,105.985,0.009435297,105.985,0.009435297,0.072011964,0.999996056,0.999851113,BS Zero Curve 1,5 March 2012,8 March 2012,3,2,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1443,4935,1,REC,7 March 2012,FX Principal,EUR,NPV SPOT,3559153.97,USD,4745538.628,3559500,3559500,-0.94107064,0.01,3.61214702,0.002739593,0.002644085,346.03,0.002559038,0.75,1.333333333,0.7505,1.332445037,3.612147021,0.999902787,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1443,4935,2,PAY,7 March 2012,FX Principal,JPY,NPV SPOT,-288318939,USD,-2720374.953,-288319500,-288319500,78.9314937,-1,0.07099734,0.002739589,0.002737645,-561,0.002743329,105.985,0.009435297,105.9994889,0.009434008,0.070997344,0.999998056,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1445,4912,1,REC,9 March 2012,FX Principal,EUR,NPV SPOT,6997954.27,USD,9330605.7,7000000,7000000,-5.550524817,0.05,3.62017337,0.008218778,0.007931639,681.84,0.007717797,0.75,1.333333333,0.7496875,1.33388912,3.620173367,0.999707754,0.999775678,BS Zero Curve 1,6 March 2012,9 March 2012,3,3,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1445,4912,2,PAY,9 March 2012,FX Principal,JPY,NPV SPOT,-566996598,USD,-5349781.554,-567000000,-567000000,465.6610708,-5,0.07302658,0.008218764,0.008212767,-1134,0.008274604,105.985,0.009435297,105.9705781,0.009436582,0.073026584,0.999994,0.999775678,BS Zero Curve 1,6 March 2012,9 March 2012,3,3,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1466,4889,1,REC,7 March 2012,FX Principal,EUR,NPV SPOT,3559153.97,USD,4745538.628,3559500,3559500,-0.94107064,0.01,3.61214702,0.002739593,0.002644085,346.03,0.002559038,0.75,1.333333333,0.7505,1.332445037,3.612147021,0.999902787,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1466,4889,2,PAY,7 March 2012,FX Principal,JPY,NPV SPOT,-288318939,USD,-2720374.953,-288319500,-288319500,78.9314937,-1,0.07099734,0.002739589,0.002737645,-561,0.002743329,105.985,0.009435297,105.9994889,0.009434008,0.070997344,0.999998056,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1467,4886,1,REC,5 April 2012,FX Principal,EUR,NPV SPOT,3987982.91,USD,5317310.545,4000000,4000000,-31.59808809,0.33,3.72852903,0.082187494,0.079233259,399.99,0.082667773,0.75,1.333333333,0.74125,1.349072513,3.728529029,0.996995727,0.997242089,BS Zero Curve 1,5 March 2012,5 April 2012,31,30,Monthly 2,2 April 2012,1 May 2012,2 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1467,4886,2,PAY,5 April 2012,FX Principal,JPY,NPV SPOT,-323973272,USD,-3056784.188,-324000000,-324000000,2659.978904,-29,0.10042132,0.082187338,0.082104887,-891,0.088768886,105.985,0.009435297,105.5811875,0.009471384,0.100421316,0.999917507,0.997242089,BS Zero Curve 1,5 March 2012,5 April 2012,31,30,Monthly 2,2 April 2012,1 May 2012,2 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1487,4994,1,REC,8 March 2012,FX Principal,EUR,NPV SPOT,6998637.6,USD,9331516.803,7000000,7000000,-3.70085502,0.04,3.61616019,0.005479186,0.005287965,681.17,0.005131628,0.75,1.333333333,0.75,1.333333333,3.616160194,0.999805372,0.999851113,BS Zero Curve 1,6 March 2012,8 March 2012,2,2,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1487,4994,2,PAY,8 March 2012,FX Principal,JPY,NPV SPOT,-566997764,USD,-5349792.551,-567000000,-567000000,310.4445418,-3,0.07201196,0.005479177,0.005475234,-1118,0.005501541,105.985,0.009435297,105.985,0.009435297,0.072011964,0.999996056,0.999851113,BS Zero Curve 1,6 March 2012,8 March 2012,2,2,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1491,5002,1,REC,7 March 2012,FX Principal,EUR,NPV SPOT,9999027.87,USD,13332037.16,10000000,10000000,-2.643828178,0.03,3.61214702,0.002739593,0.002644085,972.13,0.002559039,0.75,1.333333333,0.7505,1.332445037,3.612147021,0.999902787,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1491,5002,2,PAY,7 March 2012,FX Principal,JPY,NPV SPOT,-799998444,USD,-7548223.281,-800000000,-800000000,219.0111836,-2,0.07099734,0.002739589,0.002737645,-1556,0.002743324,105.985,0.009435297,105.9994889,0.009434008,0.070997344,0.999998056,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1492,5004,1,REC,7 March 2012,FX Principal,EUR,NPV SPOT,799922.23,USD,1066562.973,800000,800000,-0.211506254,0,3.61214702,0.002739593,0.002644085,77.77,0.002559028,0.75,1.333333333,0.7505,1.332445037,3.612147021,0.999902787,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1492,5004,2,PAY,7 March 2012,FX Principal,JPY,NPV SPOT,-64799874,USD,-611406.0858,-64800000,-64800000,17.73990586,0,0.07099734,0.002739589,0.002737645,-126,0.002743348,105.985,0.009435297,105.9994889,0.009434008,0.070997344,0.999998056,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1500,5020,1,REC,7 March 2012,FX Principal,JPY,NPV SPOT,399999222,USD,3774111.641,400000000,400000000,-109.5055918,1,0.07099734,0.002739589,0.002737645,778,0.002743324,105.985,0.009435297,105.9994889,0.009434008,0.070997344,0.999998056,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1500,5020,2,PAY,7 March 2012,FX Principal,EUR,NPV SPOT,-4999513.94,USD,-6666018.582,-5000000,-5000000,1.321914089,-0.01,3.61214702,0.002739593,0.002644085,-486.06,0.002559039,0.75,1.333333333,0.7505,1.332445037,3.612147021,0.999902787,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1501,5022,1,REC,7 March 2012,FX Principal,JPY,NPV SPOT,647998740,USD,6114060.858,648000000,648000000,-177.3990587,2,0.07099734,0.002739589,0.002737645,1260,0.002743328,105.985,0.009435297,105.9994889,0.009434008,0.070997344,0.999998056,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1501,5022,2,PAY,7 March 2012,FX Principal,EUR,NPV SPOT,-7999222.3,USD,-10665629.73,-8000000,-8000000,2.115062543,-0.02,3.61214702,0.002739593,0.002644085,-777.7,0.002559023,0.75,1.333333333,0.7505,1.332445037,3.612147021,0.999902787,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1465,4891,1,REC,7 March 2012,FX Principal,EUR,NPV SPOT,6999319.51,USD,9332426.014,7000000,7000000,-1.850679725,0.02,3.61214702,0.002739593,0.002644085,680.49,0.002559018,0.75,1.333333333,0.7505,1.332445037,3.612147021,0.999902787,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1465,4891,2,PAY,7 March 2012,FX Principal,USD,NPV SPOT,-8215350.79,USD,-8215350.79,-8215962.44,-8215962.44,2.190335009,-0.02,2.75465684,0.002739592,0.002666149,-611.65,0.002601912,1,1,1,1,2.754656843,0.999925553,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1468,4883,1,REC,7 March 2012,FX Principal,EUR,NPV SPOT,6999319.51,USD,9332426.014,7000000,7000000,-1.850679725,0.02,3.61214702,0.002739593,0.002644085,680.49,0.002559018,0.75,1.333333333,0.7505,1.332445037,3.612147021,0.999902787,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1468,4883,2,PAY,7 March 2012,FX Principal,USD,NPV SPOT,-8215350.79,USD,-8215350.79,-8215962.44,-8215962.44,2.190335009,-0.02,2.75465684,0.002739592,0.002666149,-611.65,0.002601912,1,1,1,1,2.754656843,0.999925553,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1505,5030,1,REC,8 March 2012,FX Principal,EUR,NPV SPOT,6998637.6,USD,9331516.803,7000000,7000000,-3.70085502,0.04,3.61616019,0.005479186,0.005287965,681.17,0.005131628,0.75,1.333333333,0.75,1.333333333,3.616160194,0.999805372,0.999851113,BS Zero Curve 1,6 March 2012,8 March 2012,2,2,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1505,5030,2,PAY,8 March 2012,FX Principal,USD,NPV SPOT,-8973022.8,USD,-8973022.8,-8974358.97,-8974358.97,4.784682691,-0.05,2.75465684,0.005479184,0.005332297,-668.06,0.005218029,1,1,1,1,2.754656843,0.999851113,0.999851113,BS Zero Curve 1,6 March 2012,8 March 2012,2,2,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1509,5038,1,REC,7 March 2012,FX Principal,EUR,NPV SPOT,9999027.87,USD,13332037.16,10000000,10000000,-2.643828178,0.03,3.61214702,0.002739593,0.002644085,972.13,0.002559039,0.75,1.333333333,0.7505,1.332445037,3.612147021,0.999902787,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1509,5038,2,PAY,7 March 2012,FX Principal,USD,NPV SPOT,-12729796.99,USD,-12729796.99,-12730744.75,-12730744.75,3.393953675,-0.03,2.75465684,0.002739592,0.002666149,-947.76,0.002601907,1,1,1,1,2.754656843,0.999925553,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1510,5040,1,REC,7 March 2012,FX Principal,EUR,NPV SPOT,799922.23,USD,1066562.973,800000,800000,-0.211506254,0,3.61214702,0.002739593,0.002644085,77.77,0.002559028,0.75,1.333333333,0.7505,1.332445037,3.612147021,0.999902787,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1510,5040,2,PAY,7 March 2012,FX Principal,USD,NPV SPOT,-1023989.3,USD,-1023989.302,-1024065.54,-1024065.54,0.273010815,0,2.75465684,0.002739592,0.002666149,-76.24,0.002601921,1,1,1,1,2.754656843,0.999925553,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1518,5056,1,REC,7 March 2012,FX Principal,USD,NPV SPOT,6399933.14,USD,6399933.142,6400409.63,6400409.63,-1.706317598,0.02,2.75465684,0.002739592,0.002666149,476.49,0.002601895,1,1,1,1,2.754656843,0.999925553,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1518,5056,2,PAY,7 March 2012,FX Principal,EUR,NPV SPOT,-4999513.94,USD,-6666018.582,-5000000,-5000000,1.321914089,-0.01,3.61214702,0.002739593,0.002644085,-486.06,0.002559039,0.75,1.333333333,0.7505,1.332445037,3.612147021,0.999902787,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1519,5058,1,REC,7 March 2012,FX Principal,USD,NPV SPOT,10235962.16,USD,10235962.16,10236724.25,10236724.25,-2.729060126,0.03,2.75465684,0.002739592,0.002666149,762.09,0.002601926,1,1,1,1,2.754656843,0.999925553,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1519,5058,2,PAY,7 March 2012,FX Principal,EUR,NPV SPOT,-7999222.3,USD,-10665629.73,-8000000,-8000000,2.115062543,-0.02,3.61214702,0.002739593,0.002644085,-777.7,0.002559023,0.75,1.333333333,0.7505,1.332445037,3.612147021,0.999902787,0.999925553,BS Zero Curve 1,5 March 2012,7 March 2012,2,1,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,GBG US,Greenies Biochemicals,None,Bank of America,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1524,4989,1,REC,8 March 2012,FX Principal,EUR,NPV SPOT,2999416.12,USD,3999221.487,3000000,3000000,-1.586080723,0.02,3.61616019,0.005479186,0.005287965,291.93,0.005131639,0.75,1.333333333,0.75,1.333333333,3.616160194,0.999805372,0.999851113,BS Zero Curve 1,6 March 2012,8 March 2012,2,2,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,GBG US,Greenies Biochemicals,None,Bank of America,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1524,4989,2,PAY,8 March 2012,FX Principal,USD,NPV SPOT,-3845581.21,USD,-3845581.206,-3846153.85,-3846153.85,2.050578299,-0.02,2.75465684,0.005479184,0.005332297,-286.31,0.005218033,1,1,1,1,2.754656843,0.999851113,0.999851113,BS Zero Curve 1,6 March 2012,8 March 2012,2,2,Monthly 1,6 March 2012,1 April 2012,1 Monthly
